meal_type,day_of_week,menu_popularity_score,holiday_flag,exam_period_flag,total_registered_students,current_bookings,last_7_day_avg_attendance,actual_attendance
lunch,0,7.31,0,0,175,157,167.1,175
lunch,6,4.49,0,0,225,161,160.7,177
dinner,3,1.0,0,0,175,154,149.8,142
lunch,4,2.46,0,0,200,172,164.0,167
lunch,1,8.94,1,0,200,137,148.5,127
dinner,5,3.0,0,0,200,151,141.6,141
dinner,3,2.02,0,0,150,134,128.6,128
breakfast,1,7.14,0,0,150,123,131.2,127
dinner,4,4.97,0,0,200,163,183.3,175
lunch,5,8.17,0,0,250,205,215.2,200
breakfast,1,8.75,0,0,250,218,227.3,223
lunch,2,8.61,0,0,250,240,230.5,240
dinner,6,3.82,1,0,200,97,89.9,81
lunch,3,5.55,0,1,175,153,149.2,167
breakfast,6,6.85,0,0,150,96,96.9,95
lunch,0,3.9,0,0,200,188,161.5,177
breakfast,1,1.37,0,0,175,148,124.9,131
breakfast,5,5.46,0,0,200,131,132.7,131
breakfast,5,1.12,0,0,200,129,109.7,112
breakfast,3,9.56,0,0,175,145,134.3,145
breakfast,3,8.17,0,0,200,161,145.5,165
breakfast,6,2.73,0,0,200,119,123.5,125
lunch,5,3.59,0,0,200,162,149.3,156
breakfast,5,9.85,0,1,200,142,159.7,149
lunch,5,4.36,0,1,175,134,138.1,145
dinner,1,8.05,0,0,225,206,206.0,215
lunch,5,5.02,0,0,250,197,192.9,198
lunch,0,8.78,0,0,200,200,199.9,190
breakfast,5,7.33,0,0,200,121,126.7,135
breakfast,0,1.21,1,0,200,94,78.3,85
breakfast,1,3.65,0,0,250,205,199.1,198
breakfast,3,6.02,0,0,175,129,144.2,136
breakfast,0,9.34,0,1,225,196,198.3,194
breakfast,1,1.92,0,0,200,165,145.4,158
breakfast,5,6.41,0,0,225,163,150.9,151
breakfast,1,3.72,0,0,250,198,213.5,195
lunch,5,9.0,0,0,200,155,166.1,166
breakfast,6,7.89,0,0,175,102,109.4,116
lunch,1,4.33,0,0,225,212,196.0,215
lunch,3,2.5,0,0,225,201,215.9,198
dinner,0,1.1,0,1,200,169,191.1,182
breakfast,6,6.59,0,0,225,146,136.6,153
dinner,3,4.66,0,0,225,208,187.4,184
lunch,2,3.83,0,0,250,239,237.3,223
breakfast,5,9.87,0,0,200,130,152.1,143
dinner,0,5.2,0,0,200,173,177.1,187
dinner,3,7.75,0,0,200,198,172.1,181
breakfast,0,2.6,0,0,150,111,105.6,109
breakfast,2,1.12,0,1,200,151,164.2,158
dinner,4,4.76,0,0,225,184,192.2,184
dinner,5,6.99,0,0,175,123,138.9,137
breakfast,5,5.56,0,0,200,145,120.4,130
breakfast,1,9.01,0,0,200,159,154.9,170
lunch,5,4.91,0,0,200,162,138.5,152
lunch,5,3.8,0,0,200,146,164.8,152
lunch,3,9.24,0,0,200,185,180.7,181
lunch,6,4.66,0,0,225,164,177.4,166
lunch,5,3.43,0,0,150,107,121.5,113
dinner,5,1.88,1,0,200,90,86.0,89
breakfast,2,8.14,0,0,150,138,119.6,125
breakfast,6,8.43,0,0,175,112,103.9,120
dinner,2,1.3,0,0,225,185,183.8,196
dinner,0,4.23,0,0,175,169,148.3,164
lunch,0,7.75,0,1,175,161,164.9,162
lunch,5,9.52,0,0,200,170,173.5,170
breakfast,5,4.4,0,0,225,153,147.2,145
lunch,1,8.85,0,0,200,196,200.3,190
lunch,0,4.54,0,0,225,196,185.0,205
breakfast,3,2.62,0,0,150,102,112.1,108
breakfast,5,1.03,0,0,200,111,110.1,118
lunch,3,3.97,0,0,200,175,194.5,174
breakfast,5,4.41,0,0,225,136,138.5,138
breakfast,3,9.51,0,0,225,175,187.9,187
breakfast,4,2.85,0,0,200,135,134.9,142
breakfast,3,4.44,0,0,200,144,142.3,153
breakfast,6,1.23,0,0,200,117,118.0,109
dinner,0,7.87,0,0,200,191,200.8,181
lunch,5,9.24,0,0,200,166,149.8,165
dinner,0,3.14,0,0,175,140,162.0,165
dinner,6,4.86,0,0,200,139,141.3,144
lunch,6,2.1,0,0,175,134,115.7,131
breakfast,3,5.11,0,0,225,166,179.0,173
lunch,2,2.2,0,0,250,209,200.8,218
lunch,2,5.71,0,0,200,188,191.8,187
dinner,6,7.61,0,0,150,122,113.2,113
lunch,2,5.98,0,0,150,146,128.7,142
breakfast,5,3.21,0,0,200,126,113.9,126
breakfast,1,4.18,0,0,200,151,164.7,150
lunch,4,6.75,0,1,175,164,173.6,169
lunch,3,6.31,0,1,225,204,216.6,208
lunch,1,2.23,0,0,200,189,187.4,184
lunch,2,8.6,0,0,175,163,174.2,166
dinner,3,5.28,0,0,150,142,130.4,141
lunch,1,2.46,0,0,200,195,167.2,183
breakfast,0,2.11,0,0,175,138,126.1,133
breakfast,2,9.69,0,0,200,179,181.8,162
breakfast,1,3.53,0,0,200,160,153.2,164
breakfast,5,9.18,0,0,250,180,186.3,177
breakfast,0,4.7,0,1,200,158,170.4,164
breakfast,2,4.47,1,0,200,82,98.6,102
breakfast,4,7.31,0,0,225,177,157.9,175
breakfast,6,1.09,0,0,200,119,110.6,115
dinner,2,4.04,0,0,200,177,183.7,170
breakfast,5,3.72,0,0,175,120,112.2,112
lunch,4,8.81,0,0,200,195,194.7,184
lunch,4,5.76,0,1,200,172,172.4,196
dinner,4,4.28,0,0,200,170,175.0,172
breakfast,3,3.39,0,0,175,124,118.1,127
lunch,3,6.31,0,0,200,197,175.8,192
dinner,6,2.37,0,0,225,161,162.0,156
dinner,4,3.22,1,0,250,138,144.2,134
dinner,6,3.64,0,0,175,124,138.0,128
breakfast,0,6.47,0,0,200,150,155.8,157
breakfast,4,4.36,0,0,150,110,112.6,100
lunch,1,5.55,0,0,175,171,166.0,169
dinner,4,6.85,0,0,200,187,179.8,177
lunch,3,9.61,0,0,200,198,195.0,188
lunch,3,7.88,0,0,175,163,164.3,160
breakfast,1,4.65,0,0,150,118,125.1,126
dinner,1,7.73,0,1,225,219,212.3,209
breakfast,2,9.55,0,0,200,181,151.2,164
breakfast,0,5.49,0,0,200,159,171.4,155
lunch,0,4.69,0,0,200,182,174.0,186
lunch,0,1.7,0,1,200,190,201.7,187
breakfast,5,9.03,0,0,225,159,147.3,168
breakfast,3,3.22,0,0,200,162,158.6,157
lunch,0,1.58,0,0,200,170,180.2,169
breakfast,2,5.83,0,0,200,171,151.3,160
lunch,2,8.61,0,0,150,127,151.6,147
breakfast,0,4.66,1,0,200,109,96.7,98
lunch,1,8.05,0,1,250,223,247.9,231
lunch,2,8.53,0,1,200,182,197.5,193
breakfast,6,5.09,0,0,200,123,112.0,126
lunch,1,6.32,1,0,200,123,124.2,131
breakfast,6,5.81,0,0,200,130,123.8,127
breakfast,3,9.45,0,0,250,211,221.9,208
dinner,5,7.53,0,0,175,154,124.9,135
breakfast,2,9.33,0,0,225,200,173.3,181
dinner,1,2.98,0,0,200,190,181.9,192
breakfast,6,3.79,0,1,175,102,117.2,113
dinner,0,1.64,0,0,200,167,157.9,172
dinner,6,5.5,1,0,200,80,97.3,93
lunch,6,8.87,0,0,150,129,111.7,124
lunch,3,3.94,0,0,200,187,165.9,179
lunch,4,2.15,0,0,175,162,149.1,148
lunch,4,1.62,0,0,200,152,161.0,170
dinner,0,5.03,0,1,200,187,168.2,187
dinner,3,2.48,0,1,200,179,194.7,179
dinner,3,4.11,0,0,225,194,179.0,197
breakfast,3,8.38,0,0,225,171,167.7,194
dinner,3,4.46,0,0,225,200,212.9,204
dinner,4,6.49,0,0,200,189,163.6,171
breakfast,1,5.52,0,0,200,152,170.1,164
breakfast,3,7.47,0,1,200,183,156.3,171
dinner,1,2.41,0,0,225,205,179.7,206
lunch,6,9.28,1,0,175,94,84.4,101
dinner,6,6.79,0,0,200,159,158.4,152
breakfast,3,3.44,0,0,225,184,173.1,169
dinner,2,2.11,0,0,225,193,184.7,196
breakfast,5,2.35,0,0,175,100,108.7,106
breakfast,2,8.04,0,1,175,163,155.0,149
breakfast,6,6.29,0,0,175,104,111.2,118
dinner,5,4.43,0,0,250,204,202.7,185
lunch,2,4.0,0,0,175,168,166.2,158
lunch,3,8.7,1,0,250,156,173.2,175
lunch,1,8.87,0,0,250,230,228.7,231
dinner,5,6.23,0,0,225,174,179.0,174
lunch,4,5.72,0,0,225,188,182.4,199
dinner,0,8.35,0,0,250,237,222.6,234
lunch,5,7.74,0,0,175,142,141.2,142
lunch,5,4.6,0,1,175,140,152.3,135
lunch,4,1.74,0,0,225,196,179.1,190
breakfast,3,7.92,0,0,175,143,137.5,145
dinner,2,2.52,0,0,150,132,141.4,129
lunch,2,1.15,0,0,175,158,144.3,157
breakfast,6,8.59,0,0,200,135,134.5,132
dinner,1,6.2,0,0,200,188,169.2,196
lunch,3,9.02,0,1,150,136,136.7,131
lunch,4,5.36,0,0,200,178,166.5,175
dinner,3,9.34,1,0,200,120,114.7,137
lunch,3,4.19,0,0,250,228,226.3,230
breakfast,2,7.52,0,0,175,136,135.3,138
dinner,4,3.71,0,1,175,162,145.1,152
lunch,0,1.01,0,0,200,168,186.3,171
lunch,5,4.42,0,0,250,205,180.6,200
breakfast,2,7.64,0,0,200,174,157.6,173
dinner,4,2.35,0,0,150,116,132.7,121
lunch,1,5.54,0,0,175,162,148.7,171
lunch,5,2.91,0,0,200,154,162.3,155
dinner,5,1.67,1,0,200,72,82.4,87
dinner,2,6.56,0,0,225,195,215.9,205
breakfast,6,9.57,0,0,200,147,129.4,135
breakfast,1,3.8,0,0,200,167,153.1,163
breakfast,2,6.23,0,0,200,155,154.8,157
dinner,3,9.58,0,0,200,198,203.2,194
breakfast,6,6.85,0,0,200,135,128.7,127
lunch,4,7.06,0,0,175,172,145.9,156
dinner,1,2.61,0,0,225,199,202.5,202
dinner,5,5.43,0,0,200,157,164.0,148
lunch,2,4.3,0,0,225,202,191.0,205
dinner,5,5.24,0,0,175,133,127.9,139
breakfast,1,8.21,0,1,200,183,178.0,175
dinner,5,5.15,0,0,150,103,123.9,119
breakfast,2,1.57,0,0,175,138,127.5,127
lunch,6,9.15,0,0,225,172,183.4,192
dinner,2,5.9,0,0,200,178,166.9,200
breakfast,0,9.32,0,0,200,174,173.3,160
breakfast,5,6.15,0,0,250,176,152.5,160
dinner,0,1.63,1,0,200,99,106.9,117
dinner,6,5.98,0,0,200,154,155.3,152
lunch,0,6.18,0,1,175,175,169.7,162
dinner,5,2.93,0,0,150,106,104.8,107
lunch,1,5.24,0,0,200,179,199.5,188
breakfast,3,5.13,0,0,225,176,181.8,173
lunch,6,6.61,0,0,200,143,157.5,155
breakfast,2,3.34,0,1,175,130,131.0,139
dinner,4,6.24,0,0,200,183,184.6,164
lunch,6,3.17,0,0,175,139,128.1,130
lunch,0,5.02,0,0,250,223,221.6,235
lunch,1,2.1,0,1,200,200,202.4,190
dinner,5,1.34,0,1,250,199,208.4,198
breakfast,1,3.89,0,0,150,105,121.8,120
lunch,1,3.47,0,0,150,125,144.3,138
lunch,5,4.66,0,0,200,149,145.9,157
lunch,4,9.66,0,0,225,210,195.7,208
breakfast,5,5.7,0,0,200,118,130.2,127
dinner,4,5.98,0,0,225,203,211.0,186
dinner,5,9.47,0,1,175,165,156.4,154
lunch,0,9.29,0,0,200,196,195.5,188
dinner,4,8.96,0,0,200,194,168.6,173
dinner,0,1.88,0,0,200,164,167.7,176
dinner,6,6.71,0,1,200,167,155.6,151
breakfast,4,8.27,1,0,200,101,89.3,95
lunch,4,8.52,0,1,200,187,195.0,194
lunch,5,6.2,0,0,175,128,126.0,144
lunch,4,1.16,1,0,175,94,84.9,84
dinner,0,9.76,0,0,200,200,182.9,189
dinner,6,5.25,0,0,200,158,141.1,150
dinner,5,4.54,0,0,200,145,161.2,150
lunch,2,4.55,0,1,200,200,174.8,198
breakfast,6,4.82,0,0,200,112,116.2,132
dinner,6,3.18,0,0,200,156,132.8,145
dinner,0,3.95,0,0,175,142,165.1,162
breakfast,6,9.87,0,0,200,122,126.1,134
dinner,2,4.31,0,0,225,203,192.0,204
dinner,1,5.74,0,0,225,220,213.9,209
lunch,5,8.63,0,0,250,218,186.3,216
lunch,1,5.75,0,0,150,139,148.2,146
lunch,5,3.92,0,0,175,124,137.9,138
breakfast,6,5.71,0,0,225,146,133.3,147
lunch,5,2.03,0,0,200,160,143.8,144
dinner,0,2.17,0,0,175,162,153.6,150
breakfast,2,7.25,1,0,200,97,110.1,101
lunch,5,9.26,0,1,200,171,179.0,183
lunch,2,7.53,0,0,250,227,220.6,236
lunch,5,1.67,0,0,225,173,164.1,167
dinner,2,4.63,0,0,150,136,130.9,132
lunch,1,1.02,0,0,150,141,133.2,134
lunch,0,5.6,0,0,200,192,184.0,180
dinner,5,2.74,0,0,150,120,105.8,116
lunch,3,8.81,0,0,150,150,149.7,144
breakfast,2,1.94,0,0,250,179,177.9,188
lunch,2,1.01,0,1,225,209,206.1,207
breakfast,3,5.06,0,0,200,159,145.4,152
breakfast,0,2.4,0,0,225,159,164.4,172
lunch,2,7.64,0,0,175,172,168.7,160
lunch,0,9.28,0,1,225,224,219.7,209
dinner,2,1.38,0,1,200,185,190.5,184
lunch,6,4.56,0,0,225,163,176.7,170
lunch,4,9.97,0,0,175,173,159.6,150
lunch,6,7.59,0,0,225,190,159.7,182
breakfast,2,9.58,0,0,225,199,187.1,189
lunch,4,2.48,0,0,200,158,150.6,162
breakfast,5,2.99,1,0,200,57,69.8,64
dinner,0,2.39,0,0,250,212,209.3,223
breakfast,2,3.72,0,0,175,141,132.4,139
lunch,1,7.52,0,0,150,150,128.6,142
breakfast,1,2.48,0,0,175,140,146.8,135
dinner,3,5.72,0,0,200,169,177.1,181
lunch,1,3.42,0,1,225,200,200.1,214
lunch,4,8.46,0,0,225,203,190.2,210
breakfast,1,1.06,0,0,200,145,153.5,155
dinner,1,3.01,0,0,250,220,218.6,232
breakfast,1,6.45,0,0,200,160,155.7,174
dinner,2,1.87,0,0,250,218,192.3,231
breakfast,3,5.2,0,0,250,208,173.0,195
breakfast,0,4.93,0,0,200,152,159.9,155
breakfast,3,8.67,0,0,175,150,140.6,145
lunch,4,6.63,0,1,150,134,149.1,143
lunch,2,6.76,0,1,200,188,195.8,190
breakfast,5,9.57,0,1,225,155,168.1,167
dinner,2,9.84,0,1,175,154,164.7,171
lunch,6,6.88,0,0,200,157,162.6,164
lunch,1,5.7,0,0,200,192,195.4,193
lunch,1,6.47,0,1,200,185,179.9,192
lunch,4,4.44,0,0,200,185,156.8,173
lunch,5,9.89,0,0,200,172,174.8,173
breakfast,6,7.35,0,0,200,133,121.1,133
breakfast,2,3.62,0,0,225,167,180.7,178
dinner,5,1.52,0,0,225,172,163.6,164
dinner,0,1.4,0,0,200,179,164.6,172
lunch,3,2.84,0,0,175,168,163.9,157
breakfast,2,3.1,0,0,200,160,155.8,160
lunch,5,4.74,0,1,200,181,165.2,162
lunch,0,2.93,0,0,175,147,148.5,160
breakfast,0,6.68,0,0,225,176,196.1,179
breakfast,6,2.9,0,0,175,106,110.0,105
dinner,6,2.69,0,0,175,130,114.3,119
lunch,3,5.24,0,0,200,181,191.6,195
breakfast,0,9.0,0,1,175,143,140.1,154
breakfast,4,5.21,0,0,150,123,103.2,107
breakfast,0,4.72,0,0,200,171,168.2,165
dinner,5,6.2,0,0,200,154,164.4,154
breakfast,6,3.31,0,0,200,113,121.1,122
breakfast,4,4.18,0,0,150,114,111.2,106
dinner,6,2.92,0,0,175,125,113.1,117
breakfast,6,6.15,1,0,200,55,64.4,69
lunch,6,7.28,0,0,225,180,169.1,181
breakfast,0,7.06,0,0,225,182,162.2,191
breakfast,1,3.29,0,0,200,142,160.3,160
breakfast,0,8.02,0,0,200,154,155.3,165
dinner,6,3.3,0,0,250,174,183.2,179
dinner,4,2.35,0,1,150,124,116.0,134
dinner,0,4.15,0,0,150,144,118.0,142
lunch,6,6.38,0,0,200,167,143.5,152
lunch,6,2.28,0,0,200,133,150.0,136
breakfast,0,6.83,0,0,150,110,121.1,129
breakfast,0,8.77,0,0,200,181,153.7,162
dinner,4,3.64,0,0,175,135,144.7,139
breakfast,0,5.05,0,0,200,154,158.6,158
breakfast,3,3.05,0,0,175,135,140.9,128
breakfast,5,4.25,0,0,250,171,165.2,151
breakfast,3,1.2,1,0,150,73,59.0,66
breakfast,4,9.58,0,0,225,164,166.3,178
lunch,1,4.74,0,0,200,189,181.6,192
lunch,3,8.1,0,0,225,199,191.9,218
dinner,6,2.28,0,0,225,166,159.6,162
dinner,5,8.31,0,0,175,135,149.7,145
lunch,2,8.74,0,1,150,150,133.7,135
breakfast,5,7.44,0,0,200,129,145.4,124
lunch,3,9.13,0,0,175,167,154.4,162
lunch,2,2.5,0,0,250,221,219.3,224
breakfast,4,5.29,0,0,150,102,105.3,111
lunch,5,6.58,1,0,200,94,95.1,103
lunch,1,6.37,0,0,150,140,135.7,148
lunch,2,8.75,0,0,200,192,168.4,192
lunch,2,2.94,0,1,200,184,187.4,191
breakfast,5,2.58,0,0,200,124,127.5,120
dinner,3,3.28,1,0,225,115,136.9,135
dinner,2,9.02,0,0,225,206,201.3,215
breakfast,4,9.47,0,0,175,135,136.6,134
dinner,5,6.13,0,0,225,189,186.3,170
lunch,4,5.51,0,0,175,155,161.2,160
dinner,5,6.45,0,0,175,137,133.3,140
dinner,4,6.55,0,0,175,139,139.7,159
lunch,3,2.53,0,0,225,193,198.3,195
breakfast,5,7.18,0,0,200,149,145.5,123
breakfast,6,5.07,0,0,200,123,130.0,127
lunch,1,5.66,0,0,200,182,199.4,182
lunch,3,1.27,0,0,200,182,160.6,178
breakfast,4,7.88,0,0,200,149,163.4,154
breakfast,5,8.52,0,0,175,122,106.8,129
dinner,3,6.57,0,0,200,187,192.6,183
dinner,4,7.74,0,0,200,173,165.2,171
lunch,0,5.7,0,0,200,182,187.8,190
breakfast,0,6.57,1,0,150,76,71.3,76
breakfast,2,4.55,0,0,200,147,141.5,155
breakfast,1,8.13,0,0,200,175,157.1,171
dinner,0,5.21,0,0,200,167,177.4,183
breakfast,6,7.12,0,1,225,165,168.1,155
lunch,4,6.59,0,1,200,200,181.0,198
breakfast,3,7.32,1,0,200,100,90.0,109
lunch,5,8.07,0,0,175,146,127.4,144
lunch,3,5.61,0,0,225,220,191.8,207
dinner,2,8.32,0,0,225,225,189.7,207
breakfast,3,5.48,0,1,175,144,139.3,149
breakfast,0,9.61,0,0,200,166,161.7,163
breakfast,3,7.77,0,0,250,211,218.1,202
dinner,0,2.54,0,0,200,162,165.7,179
dinner,0,8.47,0,0,250,241,236.9,250
lunch,1,5.96,0,0,150,148,148.2,142
lunch,2,9.86,0,0,200,198,186.7,195
lunch,6,7.47,0,0,175,151,141.7,133
breakfast,6,1.76,1,0,175,45,53.7,47
dinner,4,4.55,0,1,225,206,191.8,200
lunch,6,5.66,0,0,200,167,138.7,154
lunch,0,8.55,1,0,150,106,96.6,93
lunch,5,7.56,0,0,200,178,162.1,162
breakfast,2,4.32,0,0,250,185,194.2,187
breakfast,4,6.88,0,1,150,122,124.4,127
dinner,6,6.19,0,0,175,139,140.9,131
breakfast,6,2.13,0,0,200,104,116.6,115
lunch,5,3.11,0,0,225,181,156.3,167
breakfast,3,4.07,0,0,175,138,128.7,132
lunch,2,2.76,0,0,200,169,164.0,182
breakfast,5,2.35,0,0,200,108,112.7,119
lunch,6,1.52,0,0,200,142,127.6,146
dinner,2,8.86,0,0,175,151,176.9,169
breakfast,2,3.6,0,0,250,189,198.6,192
lunch,6,3.61,0,0,225,162,152.1,163
lunch,3,2.86,0,0,250,229,237.3,226
lunch,3,5.28,0,0,200,197,193.9,187
dinner,6,5.63,0,0,150,123,120.0,118
dinner,2,2.87,0,0,175,168,138.5,156
breakfast,5,6.48,0,0,200,130,119.2,129
breakfast,1,7.51,0,0,250,204,187.6,210
breakfast,0,4.36,0,0,250,195,209.3,195
lunch,3,6.27,0,0,225,200,212.5,203
breakfast,6,5.52,0,0,175,116,101.6,101
lunch,1,2.76,0,1,200,196,202.5,193
lunch,3,7.57,0,0,200,200,184.0,189
lunch,2,8.21,0,0,225,205,220.9,210
dinner,6,6.84,0,0,200,161,155.1,158
breakfast,1,3.92,0,0,200,150,160.6,165
breakfast,6,9.34,0,0,150,111,98.7,98
dinner,5,5.1,0,0,225,182,165.9,182
lunch,5,3.39,0,0,200,151,140.5,147
dinner,4,4.67,0,0,200,180,152.9,173
lunch,0,7.23,0,0,250,238,252.5,235
breakfast,0,8.61,0,1,200,172,187.8,182
dinner,3,4.21,0,0,200,189,179.5,179
dinner,0,3.09,0,1,200,182,179.1,184
dinner,6,6.64,0,0,150,105,101.8,123
breakfast,6,9.29,0,0,175,118,115.4,117
lunch,4,2.65,0,1,150,124,136.6,136
lunch,5,8.23,0,0,175,145,136.3,136
breakfast,1,5.29,0,1,150,137,122.4,120
dinner,1,8.2,0,0,200,185,185.1,185
breakfast,5,5.55,0,0,175,108,111.6,113
dinner,2,4.4,1,0,250,163,154.3,158
lunch,5,7.27,0,0,250,196,199.9,204
breakfast,1,9.11,0,0,200,179,179.4,176
lunch,3,3.88,0,0,225,192,198.2,200
dinner,4,5.15,0,1,200,176,161.3,190
dinner,5,3.06,0,0,225,179,152.6,171
dinner,2,2.65,0,0,200,170,180.2,176
lunch,3,8.0,0,0,200,175,184.4,195
dinner,5,2.81,1,0,225,96,96.3,99
dinner,3,8.14,0,0,200,191,201.1,187
breakfast,5,4.86,0,0,200,136,128.3,132
lunch,3,9.96,1,0,200,137,122.0,137
breakfast,6,2.78,0,0,250,157,145.0,143
dinner,0,1.84,0,0,200,163,172.7,174
dinner,3,1.68,0,0,200,172,152.6,177
breakfast,6,8.52,0,1,200,134,137.2,145
dinner,0,4.94,0,1,250,243,254.4,238
dinner,1,1.03,0,0,200,181,181.3,180
breakfast,0,8.87,0,0,200,161,159.4,170
lunch,3,8.89,0,0,200,181,177.2,185
dinner,4,8.26,0,0,175,161,147.1,150
breakfast,4,3.23,1,0,200,96,86.8,91
dinner,1,4.35,0,0,225,207,198.8,205
breakfast,3,7.7,0,0,200,147,169.9,159
dinner,0,5.4,0,0,200,191,193.2,181
dinner,4,2.38,0,1,200,166,170.2,182
dinner,5,3.19,0,0,225,177,179.6,168
lunch,2,9.75,0,0,200,186,178.6,190
dinner,3,2.36,0,0,175,162,140.7,148
dinner,6,7.53,0,0,175,145,122.6,131
breakfast,6,5.3,1,0,200,73,61.3,57
dinner,5,7.74,0,0,225,179,186.2,180
breakfast,5,6.95,0,0,250,154,161.4,163
lunch,3,4.95,0,1,175,175,151.0,164
breakfast,2,4.19,0,1,225,188,167.7,184
breakfast,4,7.79,0,0,200,142,150.6,156
breakfast,2,3.91,0,0,200,164,153.1,141
dinner,1,8.09,0,1,250,234,246.2,245
lunch,0,7.12,0,0,200,197,194.4,191
dinner,0,6.2,1,0,175,102,99.6,111
breakfast,5,4.32,0,1,225,143,145.0,150
breakfast,4,2.85,1,0,150,55,63.2,61
lunch,2,7.39,0,0,225,220,195.1,215
dinner,5,1.82,0,0,200,154,151.9,149
breakfast,3,9.73,0,0,175,131,147.7,149
lunch,5,9.81,0,0,175,157,146.1,149
dinner,3,2.17,0,0,175,163,152.3,149
lunch,3,1.94,0,0,225,190,178.2,191
breakfast,1,4.71,0,0,175,126,139.5,140
breakfast,1,9.67,0,0,200,187,167.9,182
dinner,3,4.6,0,0,175,169,153.3,149
breakfast,4,4.27,0,0,225,164,155.4,156
dinner,1,7.33,0,1,250,245,230.8,247
lunch,1,2.61,0,0,200,183,194.4,184
dinner,0,4.27,0,0,250,224,213.5,217
dinner,5,3.62,0,1,200,149,142.2,160
dinner,0,6.41,0,0,175,165,150.9,161
lunch,4,2.46,0,0,175,156,143.7,156
dinner,1,5.94,0,1,200,185,187.5,197
lunch,6,8.72,0,0,175,153,137.1,144
lunch,1,5.63,0,0,225,216,222.7,216
lunch,2,7.15,0,1,225,221,226.4,212
dinner,4,1.68,0,1,200,179,170.1,183
dinner,6,5.04,0,0,225,176,150.4,168
dinner,5,1.85,0,1,150,104,112.8,114
lunch,5,6.4,0,0,175,151,129.2,148
lunch,6,3.53,0,0,200,156,140.5,151
dinner,5,3.59,0,1,200,172,167.5,159
breakfast,6,1.69,0,0,200,124,116.5,115
breakfast,4,3.79,0,0,150,96,112.9,106
lunch,6,5.56,0,0,200,160,167.0,162
breakfast,6,6.26,0,0,225,145,143.4,145
breakfast,2,1.6,0,0,200,145,158.3,149
breakfast,2,6.86,0,1,200,184,174.9,163
breakfast,0,5.4,0,0,175,130,125.2,138
breakfast,4,5.83,0,0,175,116,126.2,131
dinner,4,8.5,1,0,200,128,121.4,122
lunch,2,4.08,0,0,175,155,163.4,158
lunch,3,2.57,0,0,225,199,210.4,202
dinner,3,5.97,0,0,175,162,160.2,162
breakfast,0,9.51,0,0,200,175,150.9,165
dinner,3,5.66,0,0,200,180,164.4,190
dinner,3,8.49,0,0,175,157,155.1,159
breakfast,3,7.81,0,0,250,200,190.6,194
lunch,1,5.66,0,0,225,215,196.9,216
dinner,0,6.83,0,0,200,199,186.6,187
dinner,2,4.66,0,0,200,191,174.8,184
lunch,3,5.78,0,0,225,219,212.6,207
lunch,5,5.57,0,0,200,166,152.2,165
breakfast,6,7.38,0,0,200,132,122.5,135
dinner,1,4.69,0,0,225,197,205.9,224
breakfast,3,1.9,0,0,225,178,150.2,165
dinner,6,8.1,0,0,200,157,169.2,155
lunch,6,7.16,0,0,150,110,120.3,115
lunch,1,9.55,0,0,175,175,150.1,161
lunch,0,4.86,0,1,200,195,190.9,191
breakfast,5,1.7,0,0,225,126,122.6,131
breakfast,5,2.09,1,0,200,69,61.8,56
breakfast,5,7.96,0,0,200,147,128.5,138
breakfast,3,1.61,0,0,150,120,112.2,117
dinner,1,9.17,0,0,200,185,185.7,181
lunch,5,3.53,0,0,200,154,159.7,156
breakfast,6,9.09,0,0,200,149,125.0,133
dinner,6,7.96,1,0,225,123,110.2,100
dinner,4,8.84,0,0,225,214,206.6,200
dinner,4,2.93,1,0,225,126,117.1,125
dinner,1,6.36,0,0,200,199,198.8,193
breakfast,3,1.84,0,0,250,182,168.2,176
lunch,3,2.82,1,0,200,104,121.7,118
dinner,0,3.79,1,0,225,129,120.6,139
dinner,0,7.67,0,0,200,184,171.3,196
breakfast,5,1.22,0,0,225,130,125.2,135
dinner,2,9.13,0,0,175,175,168.0,164
breakfast,6,1.64,1,0,225,75,65.5,68
breakfast,0,4.39,0,0,175,133,131.8,139
lunch,3,1.73,0,0,150,128,124.5,129
lunch,6,7.92,0,1,200,180,171.4,171
lunch,2,2.27,0,1,200,192,171.8,188
breakfast,0,8.96,0,0,200,168,168.0,170
dinner,1,5.77,0,0,200,198,165.0,185
breakfast,4,9.54,0,0,175,139,126.3,134
breakfast,0,3.61,0,1,200,165,167.5,154
dinner,0,5.09,0,0,250,236,239.4,229
dinner,1,7.25,0,0,225,203,190.7,208
dinner,3,8.49,0,0,175,171,165.3,163
dinner,5,4.79,0,0,200,155,136.5,153
lunch,1,9.03,0,0,150,137,149.9,139
lunch,5,2.06,0,1,200,174,153.3,162
breakfast,0,7.38,0,0,200,159,167.6,176
lunch,3,4.13,0,0,250,228,207.6,236
lunch,2,1.91,0,0,225,186,210.5,195
breakfast,0,4.48,0,0,225,173,170.0,172
dinner,1,8.92,0,0,200,193,175.1,186
lunch,2,9.82,0,0,200,193,189.0,182
breakfast,4,4.54,0,0,250,191,171.6,184
breakfast,2,8.98,0,0,150,113,117.2,127
dinner,1,5.59,0,0,200,172,168.8,188
breakfast,6,7.45,0,1,175,110,114.4,125
dinner,2,1.41,0,0,200,182,179.8,164
lunch,1,6.02,0,0,200,192,187.1,181
lunch,6,1.63,0,0,200,141,137.9,148
lunch,0,3.42,0,0,250,220,242.0,226
dinner,6,6.1,0,0,200,141,158.0,156
